random_09,random_002,random_010,random_011,random_001,random_000
-0.7473792458038299,-53.4905,-0.5753265371179682,-0.308827856132816,55,-28.2075
-0.6730001319667138,-44.4181,-0.0684878406725616,-0.151465393435407,38,-15.2892
-0.8054873748093402,-43.9931,-0.1274788209338249,-0.1350177794500476,31,-19.6282
-0.3363578848586736,-51.5699,-0.4173611726984819,-0.4210276652825238,66,-10.6437
-0.4988344699981432,-36.6581,-0.4967049939889972,-0.4855185906211281,83,-7.79078
-0.8236931635072173,-46.043,-0.0776165166672864,-0.2830953843887508,35,-22.1488
-0.8052207981614034,-43.851,-0.3045947082465194,-0.3018813249499719,31,-20.4958
-0.1185192393680246,-43.6767,-0.5025927317947402,-0.1688414842894741,31,-18.8021
-0.3544500285021067,-50.5569,-0.9288014580199768,-0.7403886142054952,43,-23.5493
-0.9760859687800456,-47.5492,-0.5521034320491726,-0.5688794999655631,34,-19.9312
-0.7630497624493119,-59.5444,-0.3913471415918849,-0.0710890274830352,65,-14.5381
-0.4655469169712952,-43.7846,-0.3416345169089174,-0.1769460313514531,31,-20.6634
-0.8237598289977052,-50.1707,-0.5125559990156036,-0.0797818365383173,43,-23.623
-0.2996506911579518,-41.4736,-0.4379962061733231,-0.3090819699852932,33,-19.1789
-0.0992597465521947,-45.9255,-0.3110609142480538,-0.5184619190139927,35,-22.5493
-0.9057551522002024,-52.9938,-0.8555143544995514,-0.1365123743860603,54,-27.732
-0.5241814743843093,-44.0539,-0.7863475259447378,-0.8201566192868189,31,-19.9321
-0.2071448040193689,-49.535,-0.737263324626263,-0.7075435257489257,41,-25.6788
-0.5127301020786612,-41.048,-0.3808956235835425,-0.2824406192977307,77,-13.7537
-0.9684654765428016,-45.4366,-0.6670958890042392,-0.2730293491292745,35,-21.1858
-0.9250190795972804,-52.0942,-0.968247178917262,-0.5454119806244798,51,-29.1802
-0.804715516695071,-35.7994,-0.6224225234957459,-0.5122019133909885,82,-9.63715
-0.0850422433212594,-52.7842,-0.442891304203453,-0.2405964319257694,54,-28.1194
-0.3478310889764144,-44.3635,-0.9108554383870836,-0.7611468163717422,38,-16.6841
-0.2582298426592203,-38.7487,-0.7599165818920023,-0.5652218762124688,75,-12.2333
-0.913570158469162,-53.3006,-0.672979734111594,-0.008857265802786,45,-24.7971
-0.9536084677123096,-42.3648,-0.4112572339183612,-0.1498955642442501,22,-22.0267
-0.3324935121593713,-47.4519,-0.6789869298704077,-0.1660428571677374,19,-22.4778
-0.4151807860122775,-41.9308,-0.4455427659218296,-0.4310934321659251,77,-15.0356
-0.3477456513955238,-52.6056,-0.9618272713370284,-0.1045201849639956,49,-26.9844
-0.3267724561616596,-44.3224,-0.3891135444718273,-0.5326131591119375,31,-19.1224
-0.2027093780319763,-45.6999,-0.4862350080765588,-0.5896151885570692,35,-21.7891
-0.0952038961708942,-40.6587,-0.1421100402626455,-0.8939498052518984,88,-3.5415
-0.3512470142350495,-37.9346,-0.8220508769606367,-0.8594992249268463,83,-7.00712
-0.748221214954741,-54.8281,-0.3855540969950799,-0.5681554126581356,67,-19.8243
-0.3475566488199184,-44.4586,-0.2504639843157107,-0.237407131047218,77,-13.8232
-0.9014697974630158,-44.4542,-0.5725010158847713,-0.4858577289731873,38,-18.369
-0.5827127285930896,-50.6498,-0.5631624302695372,-0.4386703727008371,43,-23.1829
-0.9460817090967178,-42.2791,-0.7198401608116507,-0.5950462410155863,33,-18.6156
-0.5170489349651827,-50.2859,-0.96584086530946,-0.5423252210149165,18,-21.3521
-0.9502182589675704,-44.1244,-0.4995931848952391,-0.1636843258848973,99,-4.13442
-0.8351099478309366,-47.1933,-0.1553229508461747,-0.4094120760477935,34,-18.4734
-0.7482526179140488,-54.0686,-0.1784168675704137,-0.8440643795639844,55,-28.3921
-0.5172749602787655,-53.7022,-0.193232417604876,-0.5443253897822303,55,-27.7197
-0.9154408678163888,-52.0356,-0.3182871377793019,-0.3221210894556615,46,-26.2277
-0.0471403882256785,-36.2223,-0.4713095668829495,-0.8707122461547411,84,-6.3748
-0.8092133550256669,-42.6276,-0.4582813884405652,-0.5928232926259984,31,-19.5179
-0.4856608740752699,-52.7011,-0.0089150236758276,-0.2502115178116108,49,-26.9057
-0.7782635409307895,-38.4441,-0.0864574770607407,-0.6602489623524754,84,-6.24974
-0.7392399895714805,-37.9198,-0.7977600044631898,-0.219671888677134,75,-10.2847
-0.1696010438835525,-42.5232,-0.9642348450138634,-0.9112841684251808,89,-8.81397
-0.7131855411407547,-49.31,-0.3047201776995598,-0.8121409328758147,14,-23.6261
-0.9157512524374888,-52.6694,-0.0037994323332199,-0.170736298076221,49,-26.511
-0.1128781514249348,-42.184,-0.4677410407240912,-0.5612811532308161,33,-16.6148
-0.9283418665939752,-43.256,-0.3743883706689784,-0.8617925740636255,32,-21.5898
-0.7289892111746302,-51.6847,-0.6248802577502798,-0.704686530935517,54,-29.2695
-0.3823132409005167,-55.5278,-0.2928860171396482,-0.43126760214989,67,-23.2724
-0.5896335479747685,-52.5641,-0.3932327331838589,-0.8235304610374043,46,-25.9767
-0.6553230520254859,-44.2206,-0.7572464998646978,-0.2935664919109503,32,-21.0277
-0.6581860988924126,-45.9032,-0.0083828989626801,-0.1312950841760638,37,-19.8198
-0.3590858021241242,-46.0241,-0.8844216492980872,-0.7298903302233092,35,-22.6269
-0.8255897050342095,-50.5503,-0.9531179898435922,-0.6056149223109136,64,-16.2918
-0.1669393268025729,-45.5617,-0.5235611817088311,-0.7763788307705299,37,-20.4474
-0.3686425527573637,-42.3988,-0.5201283703440346,-0.3661546412338431,33,-19.8361
-0.4182022544776685,-50.3614,-0.0846879027013461,-0.5971684996454203,49,-27.5877
-0.9444029373854864,-45.1633,-0.5756415721381879,-0.2943272355698084,89,-10.4333
-0.7951726470999927,-36.3244,-0.6600641117345618,-0.1795509241347394,87,-9.12117
-0.5720961540255668,-44.6333,-0.601679851115258,-0.4549490829741729,77,-13.3477
-0.681382257535194,-35.5468,-0.6118730829676753,-0.9147919446242893,81,-8.47443
-0.6827216969270923,-57.651,-0.5544123719680758,-0.3051352769158758,67,-19.0077
-0.8921934361727478,-48.8117,-0.5790569638746497,-0.6901536491342235,62,-15.9245
-0.3061836157328895,-48.5626,-0.9833513523428312,-0.1643492627560694,64,-18.1415
-0.3422774657208121,-47.6215,-0.5277045089125801,-0.8338062036247484,19,-22.2213
-0.7004214778045067,-52.1177,-0.0390466533681662,-0.7428725716385406,44,-24.101
-0.9152978228950772,-60.8947,-0.7342807245626,-0.589563668293307,69,-12.9551
-0.1717769564757867,-49.246,-0.82377567448601,-0.7054490542316524,47,-26.4246
-0.9742134242164698,-36.1717,-0.0118743939194518,-0.1113360651594761,82,-10.1276
-0.5715615124129121,-47.1926,-0.7876863654669418,-0.4801483702332463,19,-22.6419
-0.3603232266507181,-49.7827,-0.2398956878178043,-0.4601080286444803,17,-20.4755
-0.907870821381826,-64.228,-0.6198320524059208,-0.1309748951111653,69,-12.4367
-0.7378852550394714,-53.1287,-0.4269667204428476,-0.2137157309019879,67,-18.5432
-0.4914329767685388,-44.2566,-0.8588162477921111,-0.147027842686012,77,-12.0228
-0.7061488002916377,-46.919,-0.536843231885806,-0.3967429632167459,11,-23.6022
-0.9119365721574872,-51.6971,-0.0056435000589069,-0.5012865426944662,54,-28.9891
-0.2710990281316151,-58.4192,-0.4345264611997883,-0.4561904633840378,66,-9.85656
-0.1147328827395157,-43.4648,-0.3198948792305317,-0.5743024214339889,38,-18.0727
-0.0142106641929,-49.2473,-0.9522410180000986,-0.7257182060136669,63,-8.28411
-0.9436304443114596,-52.3023,-0.3520699576926263,-0.6218706005968537,54,-28.128
-0.5864156593416453,-54.751,-0.885271558592439,-0.1525210695559854,67,-18.5013
-0.6466923389090635,-36.6064,-0.5923478869505486,-0.7629299315323246,83,-7.62365
-0.7818521991585442,-36.7697,-0.9345491368723912,-0.6127192616297117,82,-9.6178
-0.8598804469227215,-40.6536,-0.024741983694305,-0.5589072171973225,88,-5.16768
-0.3854351645251797,-39.4103,-0.2682200210727834,-0.794726297985626,88,-7.2153
-0.0832336656996347,-47.7324,-0.1297552100448629,-0.2755052893199522,16,-21.338
-0.5545307063324103,-39.8031,-0.4400553282806511,-0.8368042721465129,73,-13.3531
-0.7362065102505453,-49.3729,-0.1765164638571555,-0.0979647651188133,48,-28.6723
-0.9840502352717234,-40.9184,-0.4156104161748156,-0.223748156417454,33,-17.2381
-0.3202963759576471,-38.1515,-0.4924598180446726,-0.6995840865272867,75,-11.5059
-0.2021013404195156,-54.0994,-0.6320317065631786,-0.6752826332834794,55,-27.4999
-0.2125546807072073,-45.5167,-0.8160379903975524,-0.2030679016238844,35,-20.8733
-0.4178741949380951,-47.4209,-0.9817606518250844,-0.2139007595706228,16,-20.4036
-0.0728455820475371,-52.0436,-0.594585353772254,-0.145109139800615,51,-31.0046
-0.7815687013990795,-53.2422,-0.2243088453048196,-0.6796020049511844,55,-27.452
-0.7554059979333285,-49.1942,-0.7331632069878001,-0.9430731915608226,63,-10.5985
-0.2375165838594605,-45.1893,-0.5664248355002649,-0.1334443748254108,89,-10.6443
-0.9744347947178684,-42.8571,-0.5705974160470637,-0.6002391405232621,38,-16.716
-0.0188593202238283,-47.6131,-0.4231788009002905,-0.5798611190857049,61,-16.7676
-0.5139290373466636,-43.8166,-0.3412254946262726,-0.874107977885615,31,-20.8324
-0.2759161572798508,-48.7034,-0.7944559117088553,-0.614445158320518,64,-17.1987
-0.6662200534097393,-45.2673,-0.7828429928744959,-0.6403255556388073,35,-22.208
-0.4533778879158735,-37.7585,-0.1697832687400889,-0.3398832844276241,79,-11.4668
-0.4632537407278466,-44.223,-0.750690725338302,-0.5022153668026037,89,-8.82273
-0.6117351108545787,-44.4214,-0.9130405463275671,-0.0308408748986261,77,-12.2249
-0.6006515485696846,-49.974,-0.4928098894344704,-0.1320032453758255,62,-14.5412
-0.9849424544864094,-48.9152,-0.7611380086448734,-0.2244578137310697,63,-11.0994
-0.2963977201244863,-40.9022,-0.7561596931681707,-0.8450519962833406,88,-4.40481
-0.6411787393840142,-49.3798,-0.5716032085262338,-0.0048724908470924,64,-17.2883
-0.5760810356474761,-44.3334,-0.3664276013740891,-0.3519573576548236,31,-20.3923
-0.7114117590435295,-40.176,-0.8855822081384533,-0.6594000716756452,88,-2.91813
-0.6361849192417557,-53.6048,-0.5324272604939758,-0.9058904908571768,55,-28.645
-0.6770388596956498,-39.1008,-0.1470251268350709,-0.9029735392739684,75,-12.6675
-0.6904136829304636,-35.0857,-0.0698153244902687,-0.0443902535392115,83,-7.13902
-0.0085377537596368,-51.343,-0.3730203078530903,-0.7083795159396645,42,-26.0166
-0.7657106740641969,-50.7909,-0.2141783897018109,-0.4540455492802504,18,-22.7373
-0.0688795545982617,-52.6522,-0.5555743104347718,-0.8316528777680804,54,-27.6672
-0.1783096118650931,-44.969,-0.8094815127897863,-0.7203896606754913,12,-22.5728
-0.8722372795944846,-46.6669,-0.4417010764309087,-0.0130617684171285,34,-18.944
-0.1808866511477705,-53.1285,-0.868091266229476,-0.7790090381095068,46,-25.6192
-0.933624028401723,-53.0774,-0.9313212511721404,-0.5381585056270326,44,-23.7799
-0.5240665323823087,-52.1622,-0.1375810722959481,-0.2149414752736324,44,-22.9624
-0.2050697405286208,-51.9928,-0.6972363701893258,-0.7743920558829586,51,-29.5148
-0.2806827574635525,-72.6756,-0.3437390898857178,-0.8001621387450036,68,-7.62762
-0.3077954235076277,-36.7782,-0.4118419621259698,-0.7035365667832233,84,-6.40894
-0.9548572367432884,-44.8067,-0.1770461950808434,-0.5081227038732838,35,-21.84
-0.2469729204364747,-51.4563,-0.8445021820513181,-0.4980795297177639,43,-24.0132
-0.0344561664910854,-46.424,-0.8648407567221719,-0.5679882174951367,13,-23.8911
-0.1923179929860826,-36.3619,-0.7326442672453568,-0.9209780254926314,83,-6.86686
-0.6875089349795861,-56.0974,-0.6568709667501982,-0.4017942226763478,65,-15.601
-0.8010776700459858,-36.1515,-0.2798445605236895,-0.6881360362562887,83,-6.47647
-0.9734054770214544,-35.2502,-0.2867651360517808,-0.6191880097054658,83,-6.91292
-0.0638774721400247,-35.5215,-0.3213316267910832,-0.5629196861673236,83,-6.89058
-0.4494368179683861,-62.5846,-0.1976708208812522,-0.0504531815359893,69,-9.36065
-0.0557308294219337,-48.1511,-0.4267167087039519,-0.1737540895331901,64,-18.2644
-0.1261456094743043,-35.6957,-0.3709278125921947,-0.9988632679227328,81,-8.00827
-0.3310830069703667,-50.7698,-0.6488356639857988,-0.1090486870398728,94,-7.81097
-0.3947732471279811,-37.1846,-0.1732119082381625,-0.683788141808505,79,-10.352
-0.032778759257152,-44.9576,-0.3991956331095878,-0.0025979519499399,12,-23.0731
-0.6007393789223363,-53.1662,-0.963159809117363,-0.4190109687333967,49,-26.895
-0.4027582216935936,-53.0895,-0.3617431163563532,-0.140527654131837,49,-26.9709
-0.7258196239717066,-41.0986,-0.3880485033998393,-0.1440753709250746,33,-18.9648
-0.7712795063346498,-35.9518,-0.0010380256499288,-0.4930040145461759,81,-8.62432
-0.1084710945617274,-39.8997,-0.5102417256755732,-0.2452937678987291,74,-8.98458
-0.9825124974566908,-44.3002,-0.8300726085053324,-0.5336443371015201,89,-10.0326
-0.1802532546296199,-49.6068,-0.2871851656339351,-0.19487242483492,94,-6.09965
-0.0558499100037138,-49.2646,-0.3883346715906982,-0.4020840470864627,41,-25.4195
-0.2756952052062715,-50.5816,-0.6697261812297607,-0.0467921309173746,49,-27.2824
-0.9160609587606804,-50.4576,-0.7179397085659903,-0.7130455507811599,43,-24.0362
-0.8907862561121132,-44.4062,-0.4181035988804156,-0.4748398037944019,89,-9.01175
-0.4151829452790879,-36.5146,-0.7691785444146774,-0.8564796211209436,84,-6.25484
-0.5387224054538594,-35.2639,-0.5293005862043886,-0.7526986877173065,83,-6.72325
-0.6690422540240953,-41.8557,-0.3737288917845469,-0.3399531546026823,33,-15.9327
-0.6766564881380558,-40.8957,-0.2475093093859317,-0.5816832819075259,89,-7.8313
-0.0463139856163912,-38.1962,-0.1354935639852182,-0.7329374297460592,83,-7.53075
-0.8826552359643614,-49.7952,-0.8094851778234563,-0.6972506905563127,91,-1.81179
-0.7361714892602027,-42.8376,-0.441217961368047,-0.5951574236887526,86,-5.60825
-0.5099852916070354,-55.1168,-0.44420772724262,-0.0066824144677259,93,-1.88775
-0.984573730415374,-47.8515,-0.8497018626458384,-0.4307877958348773,91,-0.733214
-0.5510800404869746,-44.8644,-0.0733858663132815,-0.0669365912125418,98,-1.81475
-0.7740735051636157,-57.9133,-0.787138304024928,-0.7448312943459979,65,-15.6084
-0.047227286895596,-44.4303,-0.0463339860373556,-0.1648436212521146,38,-18.7527
-0.9029530677657328,-37.6443,-0.0739723784465318,-0.8054095999167853,87,-8.08546
-0.7071872040747353,-50.8005,-0.2408600442660083,-0.8941059764582882,96,0.970761
-0.3569243727058023,-46.178,-0.9766949274190732,-0.2971029340160963,62,-14.5604
-0.8257720720433968,-35.9101,-0.7675341847166165,-0.7984750498559666,83,-6.63161
-0.9293622354893706,-49.3631,-0.3537795890682953,-0.9501335291314752,62,-16.2544
-0.2450496920496697,-47.7597,-0.7520889284891199,-0.8803002507348022,63,-6.71591
-0.1143673551422904,-39.9031,-0.6514455315573893,-0.529024017661885,73,-14.4229
-0.4205774956274135,-43.6591,-0.2861753580899445,-0.8500865323844373,38,-18.4478
-0.5919375955057288,-51.8482,-0.5666575502711315,-0.4504678210761671,54,-28.3849
-0.7501939298010539,-47.4217,-0.0848067101596977,-0.6079654758562262,99,-5.54637
-0.7864948618412051,-47.5568,-0.9379475629839338,-0.0098930011872703,64,-18.1501
-0.2648765812165092,-45.2792,-0.4264176265240422,-0.2920772662924117,35,-22.5036
-0.6276653071816615,-46.8456,-0.6991389323711971,-0.9909293087533912,35,-20.3468
-0.9588574921758418,-37.9987,-0.1292583126577418,-0.5161159579018388,82,-9.38534
-0.5021784647839582,-47.7841,-0.1880140940531121,-0.9140368766453476,34,-19.9721
-0.4169947874750488,-42.6776,-0.2239816187818755,-0.4655601370169078,86,-5.35875
-0.1875208469969183,-57.0583,-0.2239839026108957,-0.6187921592762116,65,-14.7324
-0.4252608344300942,-54.1682,-0.1029927070333223,-0.741110053365364,67,-22.2763
-0.3962530763808285,-39.257,-0.0229750676986633,-0.9621595719914876,88,-5.91485
-0.0072985450492393,-53.8645,-0.2877396794997197,-0.3603499517492705,55,-27.2642
-0.981014077430546,-47.6181,-0.6083804694189794,-0.4817317360578079,19,-21.9002
-0.6009669768721313,-53.5034,-0.9633241694160448,-0.9504175054512426,49,-26.827
-0.4895438149471407,-42.9618,-0.0390988831925991,-0.3705821508571248,32,-21.46
-0.2474442412983286,-37.0925,-0.1715975608373527,-0.577748110539983,83,-7.287
-0.0658103268003656,-44.3334,-0.9417311668730804,-0.5483933344905366,31,-20.665
-0.7621429388413368,-43.5178,-0.2248216111062705,-0.22153348181269,32,-21.143
-0.0914342046877372,-55.0617,-0.5135267620874404,-0.4529997561562636,55,-28.219
-0.7160994307002815,-46.6205,-0.9180371645771536,-0.5043914459672479,11,-23.6813
-0.0756082550827745,-38.2615,-0.3007077936004015,-0.1287813361920765,83,-7.41738
-0.9084089437706852,-54.1052,-0.8368606821882592,-0.0452276559204237,45,-24.9419
-0.0405966986324582,-52.8617,-0.0091650812725166,-0.3649560877208355,44,-22.655
-0.5434857843748182,-52.6768,-0.3746526179651823,-0.7052138776734493,45,-25.035
-0.097257430522152,-43.6031,-0.5051498748871096,-0.3572425952841807,38,-18.2413
-0.6202021099553624,-56.4366,-0.1334180062247831,-0.8706291144174716,65,-14.4037
-0.1932958175701332,-46.8198,-0.2524934928474962,-0.2059461151616087,63,-11.624
-0.5798151239691388,-38.2926,-0.2601645891239285,-0.8737786521281784,71,-12.6187
-0.8360899622805291,-54.2122,-0.6411492961542213,-0.6719819764495708,55,-29.7054
-0.1951053654920165,-43.1953,-0.512650809018396,-0.5622074089887509,31,-20.4879
-0.5926266732201494,-42.7701,-0.4860719953403895,-0.7525835831507864,31,-19.8433
-0.9319970010696238,-53.6351,-0.674732890720805,-0.0030307441120988,49,-26.2648
-0.0941465607451818,-51.2543,-0.9869757813216506,-0.4570528519899919,64,-16.2329
-0.9216641257345968,-50.6073,-0.7533565435461468,-0.4694832961475595,17,-20.4642
-0.9934738220723616,-42.4348,-0.484540978735733,-0.3533847391149729,89,-9.33939
-0.4810859024091164,-37.1506,-0.3966066157208683,-0.1234042478502319,79,-10.6782
-0.2458896926445242,-43.0003,-0.4770681006390622,-0.1811351207867656,32,-20.9917
-0.6506747057953747,-42.1438,-0.5439231919690385,-0.2532313917859866,32,-20.6134
-0.1531739282879879,-41.4781,-0.7268623670886207,-0.5190001807942458,33,-18.7755
-0.5099583242690224,-41.6937,-0.3392566874414807,-0.314835633406032,28,-20.6229
-0.4282125149222907,-46.7361,-0.3275196199555286,-0.0238794192729345,19,-21.6637
-0.905712383338386,-42.6103,-0.9297642916153952,-0.0984460567969961,33,-18.8004
-0.1200185379870197,-44.8912,-0.3518909593170745,-0.9178102475298102,37,-20.1446
-0.2514747830890655,-46.3999,-0.2226518408776743,-0.6858170880893446,62,-13.2853
-0.0015946019218894,-49.2169,-0.5758303123026426,-0.8631724931642705,63,-9.80018
-0.3238967713281898,-41.3463,-0.9843642521106428,-0.7975292651997259,33,-15.7221
-0.2436937169313633,-46.1904,-0.5763435154354486,-0.157137939637258,35,-21.5092
-0.9541547739392292,-40.9997,-0.6032589112274711,-0.013366367910682,33,-15.7254
-0.695972197989571,-48.3935,-0.2702550077568306,-0.1187336518325725,16,-21.5155
-0.6995107811975839,-48.3819,-0.0782509959546545,-0.2710044378865269,14,-22.3673
-0.3820984362391962,-51.0898,-0.464155324641356,-0.1324289181919596,51,-29.5836
-0.5693869400661592,-53.5304,-0.1099718602436498,-0.577336243070898,55,-27.6621
-0.5103504586158452,-55.2915,-0.3605381290104326,-0.1590142711436033,67,-20.6848
-0.8883303848800705,-49.0638,-0.7149171898024319,-0.4797081414693863,63,-9.25534
-0.8221148546374415,-51.8396,-0.714601292172382,-0.0620648374835174,54,-28.983
-0.5874259894088351,-37.0965,-0.1221888429586701,-0.5708935369220279,82,-9.38465
-0.2937887874519207,-53.057,-0.9058760387974316,-0.2920111250747927,46,-25.7407
-0.8208275404265944,-50.5149,-0.2700754360228046,-0.0523281784898955,17,-20.124
-0.3400376124488679,-54.9223,-0.5936376962806963,-0.5240229843960404,66,-15.8099
-0.8133271863114095,-41.7677,-0.7331241578327461,-0.8090130762612556,77,-13.7565
-0.7490462501485328,-46.2597,-0.0159063923096179,-0.8782389392763233,38,-16.652
-0.2190323002249614,-42.1121,-0.9797870186823447,-0.4066524818077209,33,-19.3735
-0.4990416608839643,-47.8245,-0.6575507813688387,-0.7925039542108395,94,-4.19944
-0.344634630044471,-41.6396,-0.627930435811908,-0.1957181287342045,89,-6.95332
-0.2129871819553119,-52.1026,-0.2369917610990559,-0.2378766994673719,51,-30.7004
-0.0811213859899968,-41.9697,-0.098040441279026,-0.2097072340547759,89,-9.00516
-0.0882128142051403,-43.2544,-0.8673822033615287,-0.6089586650694169,31,-18.961
-0.386928274197439,-39.1923,-0.5199218771764312,-0.3525469921636547,75,-12.9016
-0.2822591754511978,-54.6694,-0.3158114706436316,-0.4423448723631692,53,-30.9756
-0.6390028512089578,-44.4409,-0.713876015491573,-0.4373174251466345,99,-5.03518
-0.3812801399180063,-49.853,-0.4066427676441908,-0.7908279768217429,51,-29.3639
-0.2496318677906218,-42.9627,-0.4170925154464991,-0.962961407897852,31,-20.1627
-0.4511457704443183,-45.1643,-0.8804737268208649,-0.2467794575159678,35,-22.2511
-0.896130096012533,-40.6594,-0.2906105033336619,-0.5855708346907287,27,-20.3603
-0.8683308971927921,-41.2683,-0.5397184171657171,-0.5071349352112998,86,-4.2495
-0.853921783256081,-49.7261,-0.7140952988927393,-0.5035367054982766,47,-26.981
-0.1912604766332549,-42.807,-0.6669432944576972,-0.5918931299952486,32,-21.319
-0.5811163582385751,-53.3617,-0.8744667484081213,-0.1769974526571071,55,-29.6195
-0.2615311467293632,-35.6205,-0.6088429289806739,-0.4733990209215234,83,-6.61566
-0.9699253945262148,-44.0207,-0.2361001299460506,-0.6132006266301407,32,-21.1139
-0.9406911229217144,-42.9254,-0.0523590218099211,-0.5859787390670782,33,-19.0516
-0.245361080678612,-45.5927,-0.5798748780339744,-0.317892354806209,37,-19.4628
-0.4339762831922755,-41.8405,-0.6696724598022911,-0.7701559070229258,28,-20.6931
-0.5428538220489065,-43.1834,-0.2106056978374637,-0.4848740585628348,32,-20.9785
-0.1657315895516136,-45.9007,-0.1750837270491344,-0.8371411390656908,37,-20.2868
-0.6400818451060545,-40.7662,-0.2875702364949574,-0.6780190626653402,87,-8.44116
-0.6102314571498237,-54.6158,-0.662772453068356,-0.5603002020423953,67,-22.0405
-0.2580053408299607,-53.2918,-0.2965222039319216,-0.635684305385739,44,-23.3807
-0.9044226200259632,-48.3178,-0.8457099229277548,-0.4681915586970946,16,-22.1044
-0.1213125722561003,-47.5993,-0.423652569002915,-0.5157779934644825,34,-18.4338
-0.3265679779757217,-54.812,-0.8761657847230037,-0.7527928399904756,67,-22.2231
-0.2299973246732752,-52.2178,-0.7933656987344714,-0.3955525696676552,44,-23.5582
-0.1448270140781287,-54.3577,-0.7143171105862575,-0.4375390256024238,55,-27.5103
-0.1391747424351241,-49.4795,-0.7151746300754815,-0.2919611760354489,47,-26.7174
-0.4300268674300687,-51.9972,-0.9613778310475332,-0.1228615327035969,51,-29.084
-0.3795449450129924,-38.3794,-0.8185091366040558,-0.2206937502590048,84,-6.08082
-0.5515404035096102,-49.4219,-0.9111540126105644,-0.7055011203031128,41,-24.5665
-0.0434169991969297,-52.3189,-0.9281662355503016,-0.0688815117055604,64,-16.7188
-0.4251623504441709,-51.535,-0.6500075254570035,-0.727295727378791,18,-21.4843
-0.2000136561716788,-49.4084,-0.8421373603969642,-0.2987803682353117,14,-22.4146
-0.3051476766049381,-42.5232,-0.4718167480315124,-0.9736014921453648,22,-22.0536
-0.5342389859522862,-35.418,-0.5003648234631932,-0.5742985147157655,83,-6.68499
-0.0067052758935677,-49.2716,-0.5417947827431506,-0.022632959329003,63,-11.3416
-0.0246586961687912,-47.9756,-0.9590837059745058,-0.3467390939372252,16,-21.2324
-0.7382024524355448,-42.9477,-0.6688487430463997,-0.9357126271241198,98,-4.15002
-0.6788874544776643,-43.3049,-0.5093170467669218,-0.6595662479075268,21,-22.7858
-0.9753632722431148,-41.7977,-0.8002917627488638,-0.9341975366057172,33,-20.2058
-0.580346348157915,-50.2038,-0.1398321798942842,-0.2256759832531838,18,-22.4326
-0.4987825004844738,-40.836,-0.8730765145446937,-0.1868371347522737,27,-18.3702
-0.9710219175255504,-49.6644,-0.6530401292347197,-0.2573238322623511,64,-17.4239
-0.2538900174560229,-49.9295,-0.8411569666859904,-0.0703692510760251,64,-17.3406
-0.8910780059284712,-69.8662,-0.0996578899184291,-0.3639364659787734,97,-6.65677
-0.1484415249406387,-54.2838,-0.7679433606482298,-0.7362467244300894,67,-23.7868
-0.1850114930434109,-48.1141,-0.03939581847605,-0.8627251446258171,13,-24.5281
-0.6576487674583622,-49.3553,-0.3388322630042671,-0.1601014541122809,94,-6.10389
-0.8989497445008581,-51.6187,-0.5207852925004104,-0.9885386909810874,51,-30.0847
-0.1142359144210587,-42.1355,-0.0938796319528882,-0.4698380940519033,86,-6.19947
-0.1753100288187825,-47.3682,-0.8950803984204183,-0.0805962735081309,19,-23.0428
-0.8934024883133328,-43.6705,-0.0464782937381875,-0.0666181057626694,89,-8.09629
-0.1815804093044281,-49.1146,-0.930286228894913,-0.96616998849114,17,-21.1678
-0.5804125773897965,-39.5191,-0.3209735035607989,-0.9798873571492694,75,-12.9417
-0.7829894179556326,-45.5691,-0.4546344030499976,-0.1054487602941588,35,-21.6088
-0.6862186982351453,-37.7163,-0.9760701909242596,-0.3089670785411434,83,-7.09964
-0.6192070920147467,-48.8325,-0.6251231386483566,-0.4572224527246286,17,-20.9796
-0.7817419736805955,-46.8579,-0.7425025189554609,-0.2163634150706379,11,-23.6437
-0.2239818876826511,-46.8136,-0.5897503420107126,-0.4376094675989332,11,-23.8297
-0.906042611311106,-51.4832,-0.0411263679410862,-0.0119135595308017,18,-21.8314
-0.2110231424309956,-51.8703,-0.2733649412288694,-0.6449223761282906,51,-29.2351
-0.1821350384630932,-38.3033,-0.976883567631024,-0.2699237768495319,84,-6.10691
-0.6256295549143894,-40.9124,-0.865685576854516,-0.2950519111385441,77,-15.5302
-0.6381291293479592,-52.5204,-0.5054787196237455,-0.0885172630601617,51,-30.543
-0.6649621871895316,-53.1659,-0.1462007226750831,-0.8960195397656961,46,-25.9445
-0.8934058566701143,-52.2659,-0.8763389636994827,-0.9531139787769064,44,-23.797
-0.4341078395662403,-42.0503,-0.7164356791784063,-0.2266010721699567,33,-19.2065
-0.9617849546073508,-47.211,-0.5530061976767775,-0.8149338559350949,19,-22.4836
-0.3219424055218944,-43.947,-0.1161072006934301,-0.8893889737466593,38,-17.2831
-0.6541196403909878,-43.6827,-0.7876945970464087,-0.3634236243588098,24,-22.5498
-0.7277312691191785,-52.9145,-0.4370029354216014,-0.4748803499369626,54,-27.706
-0.9759668265461532,-42.2306,-0.8815942403260064,-0.713347568756673,33,-19.6218
-0.5113374987944214,-38.0871,-0.2779094476568355,-0.4311240249833024,75,-11.9392
-0.998884145120707,-52.5585,-0.2316843848449067,-0.4112009437846381,49,-26.7225
-0.4058401195450988,-44.0654,-0.1358985861809094,-0.436318873785889,31,-20.6706
-0.3703336634936254,-54.2385,-0.5946006693464994,-0.3839378514949012,45,-24.7042
